"A","B","C","D","E","F","G","H","I"
5,40,25,40,50,29,31,49,52
35,58,58,27,56,8,38,28,68
19,16,8,36,20,63,62,31,26
10,19,6,25,9,11,21,35,80
60,8,4,14,23,57,69,76,90
11,16,43,71,75,40,21,88,56
4,18,27,21,32,25,35,64,115
0,41,6,6,31,4,81,80,92
1,26,48,36,23,90,50,39,26
31,12,15,5,38,49,94,56,101
0,31,21,42,60,17,71,59,76
2,43,13,25,18,23,64,44,63
6,26,5,28,26,61,22,30,90
10,3,22,41,80,92,45,142,92
3,22,46,51,87,9,103,107,59
28,13,27,22,57,21,93,37,145
11,14,23,23,39,80,87,94,55
40,14,20,29,17,12,54,34,33
0,25,4,57,79,70,76,68,90
2,9,74,57,53,34,55,32,95
3,9,5,76,39,145,10,35,59
21,21,21,36,16,52,46,71,45
0,21,18,51,20,72,46,118,95
6,5,58,14,51,53,78,87,120
23,96,5,47,25,18,4,26,47
15,7,31,27,9,110,101,77,35
1,33,39,7,54,52,117,29,80
4,32,31,75,43,44,70,60,44
1,6,21,49,35,60,115,46,83
19,28,11,46,15,41,30,38,117
4,28,6,28,31,41,69,87,76
3,24,35,28,15,99,32,103,79
3,19,19,4,10,64,27,48,38
8,4,10,77,29,50,4,78,124
10,20,2,12,56,5,81,41,70
13,17,2,31,31,103,48,39,75
0,21,21,22,79,73,24,34,75
0,8,3,30,78,94,54,72,41
0,26,14,49,14,26,39,16,84
4,3,54,51,24,22,63,53,115
13,41,25,29,40,43,40,34,62
17,5,12,56,27,6,26,68,44
9,16,27,51,27,100,82,74,43
12,23,15,2,50,9,75,13,50
27,39,43,30,10,80,79,87,85
0,1,6,72,77,28,13,119,134
14,28,26,20,56,67,88,1,17
1,8,7,7,22,29,91,41,112
15,2,16,76,53,53,62,80,59
6,74,14,19,38,47,15,35,19
3,9,17,34,47,17,68,3,56
8,38,75,40,4,85,64,36,98
9,8,16,13,45,17,23,69,80
36,15,45,30,16,20,27,15,27
45,16,44,21,42,35,48,118,14
20,30,21,3,28,32,71,31,113
5,50,38,57,64,38,27,16,107
34,1,10,1,60,73,62,44,11
10,45,24,43,78,91,121,50,99
23,5,26,18,48,17,51,16,89
11,13,69,41,15,93,44,49,59
7,39,14,11,29,37,35,63,50
9,16,11,35,34,53,72,40,85
0,22,39,33,95,66,91,113,98
0,6,6,2,16,68,154,100,73
21,26,23,26,10,29,26,66,23
3,12,3,48,71,32,61,111,67
12,31,39,39,22,48,58,85,15
2,30,12,95,33,10,44,68,74
0,26,26,17,77,18,84,29,74
0,11,49,89,35,84,49,27,22
0,35,24,12,39,39,121,90,76
5,8,27,7,28,104,88,35,106
0,31,10,39,59,117,59,67,82
7,6,27,39,16,98,16,29,86
10,5,5,11,34,68,25,34,20
0,23,5,29,8,80,33,35,73
31,40,60,13,6,13,76,49,60
22,8,65,56,38,44,98,123,69
0,21,21,44,62,23,42,42,52
6,25,40,18,54,77,96,71,25
14,10,14,48,39,22,14,88,58
0,66,10,22,41,27,41,75,48
10,11,52,65,9,23,102,74,36
0,35,33,75,78,61,29,64,75
6,20,20,5,64,86,44,63,40
8,57,4,17,45,29,72,91,98
12,19,34,45,32,69,22,51,58
9,15,43,15,18,2,67,46,52
25,15,56,23,69,35,56,53,112
0,18,21,9,33,16,59,125,86
3,6,23,23,42,60,88,20,48
10,44,29,20,39,44,58,107,47
6,3,32,33,21,69,64,36,86
0,22,16,16,25,13,24,76,34
20,28,19,46,59,74,63,67,59
0,11,26,47,39,101,68,136,36
4,26,53,18,41,27,84,71,44
16,29,7,12,50,24,69,54,28
0,6,56,80,39,40,28,48,34
23,49,12,34,35,42,51,61,28
31,6,16,9,10,60,4,11,75
9,5,10,35,42,27,111,50,39
4,25,44,55,37,18,41,118,64
0,7,8,18,43,76,104,25,37
12,38,47,57,59,80,25,59,53
16,37,26,46,37,28,108,80,22
8,17,14,77,42,42,93,43,59
39,9,9,14,6,29,43,33,119
4,9,33,59,57,36,76,39,99
14,64,43,7,9,39,47,81,71
8,14,28,7,50,57,53,73,24
10,10,10,45,19,53,13,23,30
14,40,15,65,17,32,21,101,83
5,27,76,19,45,24,70,122,31
0,39,29,16,62,36,64,85,69
0,16,40,30,27,27,46,20,45
3,50,2,19,38,53,71,80,26
3,3,19,47,8,48,50,37,49
9,12,50,40,46,74,64,46,117
13,45,19,26,23,36,62,107,82
4,67,22,4,24,49,25,101,126
3,4,36,35,105,26,6,55,42
0,11,42,53,45,26,59,118,53
1,11,11,16,38,34,67,38,82
4,14,49,36,32,22,54,82,35
0,28,12,19,22,38,23,54,56
0,28,6,25,33,11,23,42,58
0,25,5,33,64,16,70,76,70
2,83,7,18,98,13,30,48,50
24,37,21,61,28,5,33,124,11
0,10,10,52,56,46,11,88,61
2,8,20,38,25,23,29,72,40
30,30,27,41,25,48,38,78,71
0,27,2,74,10,82,40,68,25
0,25,15,9,33,19,13,52,16
4,4,33,9,36,61,43,38,60
13,52,31,7,77,30,60,8,107
0,17,57,26,36,15,37,136,40
0,17,49,28,11,16,46,96,62
0,41,4,45,86,24,59,82,60
10,55,15,21,64,17,71,24,39
8,24,20,25,53,15,91,63,79
1,13,3,4,30,38,41,32,61
31,13,55,66,34,40,55,47,4
0,5,27,13,34,53,11,58,57
0,15,15,52,40,56,36,62,65
0,32,39,39,51,35,8,14,37
21,1,11,46,48,25,20,73,45
4,9,15,15,34,127,67,65,64
2,28,6,25,49,65,33,25,66
0,58,2,5,33,38,16,98,48
10,27,32,8,9,11,43,136,82
0,9,9,12,5,89,41,22,85
19,18,17,14,58,61,6,79,65
0,37,19,8,69,20,27,49,42
24,3,20,20,20,13,74,87,89
37,1,104,76,46,44,72,22,40
0,0,7,14,16,81,75,69,52
0,0,15,62,57,40,81,71,110
21,5,32,11,26,50,82,15,106
0,27,40,33,37,63,18,109,72
3,16,3,44,50,56,35,44,35
2,8,4,47,17,15,70,65,63
12,24,30,15,4,16,83,44,60
11,34,26,20,33,42,12,33,63
3,61,61,20,35,56,23,20,78
19,43,31,49,144,6,52,78,40
0,19,4,81,38,57,88,80,99
2,13,7,63,40,22,43,92,111
12,60,19,29,45,12,12,18,30
0,57,23,9,112,35,62,90,56
16,20,12,60,68,125,2,83,65
2,3,33,36,48,49,38,27,95
0,4,34,69,32,32,54,51,62
5,14,48,5,21,85,25,110,73
3,13,42,42,42,40,42,50,77
19,14,17,17,71,63,63,37,88
0,8,16,16,29,20,27,50,50
7,3,6,4,30,46,89,53,80
2,44,10,11,14,24,44,22,55
0,8,29,34,93,59,35,29,54
6,19,9,68,27,79,58,39,36
0,8,47,17,52,38,84,111,53
0,31,20,19,75,31,38,60,107
8,24,15,29,35,72,6,142,85
6,24,45,34,12,51,96,21,96
9,31,41,5,28,61,39,53,19
15,37,23,38,22,34,11,24,76
0,4,4,36,35,122,86,37,59
11,11,5,21,20,36,116,31,47
6,23,7,20,42,64,89,43,100
0,62,36,2,67,66,20,64,25
36,26,14,19,53,61,22,38,31
18,9,56,42,24,25,116,42,149
10,7,7,48,32,61,112,64,24
2,21,3,22,44,23,12,56,38
15,52,19,7,19,32,25,58,88
0,60,52,21,50,83,117,67,48
33,7,27,17,28,23,32,83,91
0,24,14,16,16,80,46,120,51
0,33,36,50,51,49,43,68,65
6,40,1,8,15,31,31,48,29
19,16,24,16,22,58,31,21,46
0,6,41,34,16,46,78,18,128
0,37,34,18,18,28,35,26,125
0,4,30,20,28,24,7,85,80
0,48,21,3,50,16,117,65,71
6,31,26,89,59,42,38,63,66
16,4,9,18,19,65,63,41,54
0,27,70,4,66,53,28,52,71
11,47,42,19,14,54,88,13,41
29,48,10,12,23,43,43,73,33
5,24,52,54,43,70,49,15,14
61,42,22,24,73,63,50,48,45
12,16,10,6,26,23,59,17,38
3,9,28,9,45,88,28,36,27
0,17,3,65,20,120,40,111,13
6,4,19,58,42,43,26,2,72
6,25,15,25,27,47,52,40,54
0,13,31,29,29,19,87,61,129
4,82,13,39,13,41,52,77,25
32,20,48,48,45,7,67,45,19
9,72,3,28,64,16,15,15,80
3,1,68,15,30,61,77,62,46
