"A","B","C","D","E","F","G","H","I"
0,9,14,9,19,23,40,18,12
1,3,0,0,8,24,5,26,19
4,6,11,4,16,26,14,28,23
2,19,19,4,12,23,18,21,35
0,7,5,2,28,6,27,3,17
2,12,14,18,2,19,19,22,10
2,5,8,15,1,22,14,16,33
13,10,18,12,19,14,18,23,34
11,4,8,8,22,4,8,14,15
6,3,6,4,12,18,21,15,31
4,2,20,3,18,21,3,13,20
0,0,4,1,16,9,15,23,13
7,11,27,10,24,15,13,14,20
2,9,7,10,0,18,2,25,26
0,5,17,2,19,19,19,27,25
0,1,20,16,13,30,15,17,25
2,6,1,9,7,3,29,10,41
3,20,0,0,10,7,31,31,21
0,12,1,15,9,12,17,33,6
1,7,1,24,11,12,10,32,19
2,0,0,10,4,11,11,18,17
1,0,3,14,11,18,12,30,28
2,15,12,5,13,22,28,7,20
2,9,15,4,16,14,1,14,12
0,7,8,14,10,7,26,8,13
1,12,13,6,8,18,14,20,14
0,6,7,22,8,14,16,10,4
2,10,14,3,13,24,9,24,38
5,5,8,9,10,24,29,7,16
0,18,2,6,17,14,13,13,6
0,11,0,4,26,2,20,23,28
0,8,4,12,24,10,14,28,16
0,1,13,12,22,4,22,18,9
1,17,1,11,17,11,27,22,35
0,3,3,11,28,21,12,22,9
1,18,0,5,10,8,22,11,11
5,12,11,13,11,13,21,10,24
3,9,0,4,10,20,21,25,34
13,6,12,11,1,12,31,39,12
0,15,19,15,0,15,8,10,12
1,8,6,6,28,3,12,33,32
7,13,0,7,22,14,19,6,45
0,11,5,19,5,16,2,20,18
1,23,0,20,13,10,6,37,24
4,1,0,0,14,23,9,24,13
9,8,6,8,12,5,1,16,50
2,1,11,4,17,17,18,42,25
2,13,8,15,8,20,9,33,38
4,14,8,15,17,18,19,12,29
0,9,2,9,3,5,27,17,29
0,11,9,21,20,15,24,8,29
2,14,3,6,7,17,9,14,23
0,12,13,5,6,3,37,23,30
10,1,22,2,11,19,13,38,12
0,14,12,8,10,21,11,15,23
7,8,8,0,5,12,3,29,22
1,5,6,6,10,12,17,31,25
1,6,1,18,14,11,26,32,20
2,7,14,4,12,15,12,15,12
0,0,12,13,6,9,31,45,30
15,8,2,0,8,18,36,36,7
5,5,9,14,7,10,5,11,13
16,16,6,9,25,25,8,22,11
0,20,6,11,20,12,19,18,7
1,13,8,2,9,11,12,10,23
6,3,16,4,2,17,8,1,21
3,9,2,8,12,12,7,28,10
2,1,1,6,4,6,22,32,21
4,9,11,11,13,29,12,15,17
0,0,5,12,1,14,5,20,5
3,10,3,10,21,16,40,33,16
0,18,28,3,25,6,10,22,11
3,2,4,4,14,10,24,21,32
2,11,5,8,7,17,27,22,28
0,3,5,1,7,4,6,17,29
4,14,13,5,8,17,18,30,24
3,16,2,8,1,22,21,31,10
11,5,3,6,37,32,12,18,24
0,6,7,7,1,10,27,11,12
0,7,4,13,4,7,30,9,13
0,6,5,29,28,10,25,6,20
8,7,3,22,11,11,7,21,20
4,6,8,7,21,30,21,34,20
6,20,10,5,9,17,17,18,19
4,0,0,23,24,11,4,23,17
2,5,5,12,9,10,14,15,30
5,8,5,7,21,18,14,15,19
4,11,3,7,4,0,24,1,20
4,20,12,15,4,22,6,20,24
7,14,1,4,16,8,16,21,32
1,7,8,21,6,10,16,10,8
0,18,17,9,25,9,20,23,13
10,16,3,2,20,10,19,13,14
14,14,10,0,10,30,32,27,15
1,21,11,10,15,10,27,14,9
8,9,15,20,34,7,5,25,18
0,5,4,14,1,3,10,19,10
11,8,8,14,0,3,8,15,11
9,6,15,7,25,10,25,6,14
4,9,5,13,16,10,13,15,9
5,0,18,18,6,27,8,17,11
3,3,0,22,26,12,13,26,20
0,9,0,10,13,18,14,21,44
2,8,16,8,12,5,14,17,30
2,14,4,4,14,6,29,17,29
14,7,8,10,14,4,21,14,25
0,6,7,4,8,14,24,44,14
2,6,10,6,23,20,6,13,33
16,8,11,5,19,30,26,28,13
3,8,5,9,9,8,11,8,13
1,3,9,16,3,9,22,16,33
0,18,12,16,6,16,23,16,20
5,5,7,10,23,13,9,10,14
1,8,11,7,0,15,14,9,11
1,2,12,8,12,9,10,17,17
5,0,21,11,16,16,28,14,2
0,16,4,15,20,12,18,28,24
0,5,9,21,22,12,13,18,14
18,12,4,3,25,23,22,39,14
2,9,7,4,11,2,31,14,19
4,1,12,14,4,13,29,7,19
4,6,14,15,16,10,14,20,18
0,4,11,26,16,17,10,19,8
12,0,6,5,9,10,23,27,25
0,13,2,10,16,0,17,12,20
3,9,4,8,7,6,18,27,26
2,7,2,6,13,15,9,6,27
0,7,7,23,5,19,11,10,16
3,10,7,3,11,19,9,12,8
5,5,13,10,12,11,32,11,18
6,7,3,19,18,26,11,27,12
0,2,5,18,5,20,13,9,12
1,8,2,17,1,25,12,13,23
4,7,2,15,18,22,0,42,46
13,4,8,7,20,20,6,11,9
5,0,5,37,21,9,8,21,12
0,17,2,12,8,22,22,6,25
13,15,11,10,19,15,16,41,9
2,13,6,16,21,15,1,28,27
8,7,0,4,18,17,17,21,22
11,28,4,5,12,8,8,20,18
6,11,6,13,16,12,30,18,38
0,0,4,5,14,11,28,12,37
6,7,7,4,25,19,13,10,15
0,23,3,8,16,8,19,10,21
2,2,14,3,12,38,1,34,20
5,9,6,10,7,13,10,23,23
2,7,7,9,13,11,23,7,9
0,5,8,22,9,15,16,26,27
0,8,4,10,9,16,11,22,13
15,18,3,4,9,9,16,23,42
0,21,6,6,22,15,17,19,16
9,9,9,1,20,10,17,21,21
0,18,11,6,15,13,16,32,30
2,14,0,9,6,6,20,27,11
0,15,5,15,28,20,8,19,18
9,8,18,18,11,15,16,14,19
7,2,9,7,15,14,21,9,19
0,23,12,11,15,18,10,12,13
4,6,11,3,8,15,27,24,28
0,7,11,5,16,21,19,10,25
1,12,16,7,22,20,15,8,30
12,0,2,16,6,7,10,21,34
0,9,9,8,14,19,9,18,29
3,3,23,14,16,4,9,37,24
0,5,15,13,11,16,6,25,22
0,1,13,6,23,10,9,23,17
2,2,10,8,14,15,9,33,19
8,5,11,10,1,5,24,11,33
0,8,5,16,10,2,10,29,20
3,13,7,20,2,10,34,23,7
0,13,4,5,14,8,18,19,50
1,2,4,3,9,11,20,21,15
6,4,16,13,9,12,11,23,27
18,14,0,3,22,32,13,31,16
0,0,8,6,9,7,7,19,30
8,6,4,13,4,4,13,17,30
0,0,5,19,7,19,15,16,22
0,28,16,24,19,17,7,19,34
7,3,26,7,4,5,20,9,28
10,2,14,16,24,15,12,28,27
4,11,4,7,30,6,16,9,21
0,0,10,8,9,13,29,16,6
0,4,2,24,19,10,22,7,16
0,3,14,7,7,18,15,25,31
2,19,16,20,9,24,7,25,4
17,4,4,15,2,30,16,21,15
2,23,11,10,43,6,19,15,7
5,0,15,0,29,11,8,27,27
2,6,2,6,19,25,27,9,21
0,7,5,0,20,2,14,7,35
4,19,10,11,17,12,13,22,14
1,8,5,9,7,9,3,16,17
0,22,8,10,14,6,11,14,17
1,5,12,1,12,13,13,30,29
0,9,17,18,9,19,7,13,6
0,4,14,15,6,16,21,15,12
2,10,6,16,21,29,21,11,26
0,0,11,11,9,13,10,12,16
1,9,3,8,14,20,11,22,18
1,7,11,12,7,10,25,11,37
9,6,17,2,3,7,5,23,24
1,5,4,7,7,21,20,35,23
5,4,6,13,3,7,14,9,14
1,16,0,7,1,21,14,36,16
5,1,8,4,7,6,27,7,7
0,3,9,3,19,22,24,17,21
0,5,5,7,26,23,8,32,23
2,6,8,13,3,16,17,14,18
7,3,2,2,13,2,29,12,22
0,0,5,7,8,21,14,11,23
0,3,19,13,18,10,15,18,25
2,6,11,5,6,23,13,18,21
1,3,7,4,15,3,9,36,22
0,1,14,1,16,10,13,19,21
0,10,10,11,8,31,17,21,14
11,5,32,2,21,11,16,25,18
0,5,11,2,26,7,4,8,48
2,10,13,12,2,5,23,21,15
7,15,5,12,9,17,17,16,11
0,2,6,13,4,10,16,17,3
2,12,15,10,8,2,22,17,20
8,14,9,3,13,10,11,7,9
6,2,0,19,15,9,28,22,23
0,6,0,10,7,16,15,9,28
