"A","B","C","D","E","F","G","H","I"
13,39,33,20,64,77,75,72,35
21,8,7,20,21,29,43,46,97
17,34,17,35,14,44,43,56,65
16,24,32,31,13,34,41,52,26
0,19,11,23,29,10,16,44,47
7,69,27,16,54,47,72,86,62
18,50,8,43,23,20,37,51,40
31,11,12,14,38,15,44,69,50
4,30,22,37,34,50,61,57,69
15,45,23,17,62,15,49,63,50
14,25,13,41,33,70,64,82,75
9,23,9,29,25,33,49,85,51
17,39,38,30,78,19,52,52,62
22,25,26,16,10,64,25,30,39
11,6,6,24,43,57,29,79,64
14,6,22,12,24,25,19,78,64
14,14,37,19,44,62,73,49,88
1,13,52,17,36,35,75,18,30
9,19,27,42,48,35,77,48,80
41,14,33,22,24,65,61,36,95
7,28,35,64,11,37,62,45,86
1,14,24,44,38,35,34,66,62
20,38,28,19,51,90,89,47,42
0,49,10,13,32,52,78,68,84
2,21,57,36,25,38,39,56,51
34,23,12,15,22,31,50,64,95
5,10,34,25,26,37,59,59,64
16,16,30,62,32,28,75,59,69
17,25,15,11,23,71,45,33,38
22,20,37,32,32,28,37,49,64
1,18,17,22,25,33,66,53,38
8,16,20,18,40,42,18,44,50
0,5,33,66,33,76,86,47,46
15,31,17,40,13,47,48,30,75
15,16,14,22,35,17,71,69,69
7,30,21,70,50,42,70,81,41
13,28,14,29,19,47,85,44,67
1,23,4,11,49,22,69,23,70
2,8,40,33,14,43,33,80,60
12,15,23,28,9,56,39,120,54
3,27,45,32,32,114,38,76,58
0,30,5,9,3,88,30,73,42
2,21,21,28,19,39,103,37,99
9,15,24,35,12,46,48,74,104
0,14,27,48,35,33,90,58,71
6,17,14,35,14,44,41,87,52
15,25,19,55,19,14,57,79,61
4,8,28,17,46,18,28,43,45
35,40,5,39,35,30,22,58,56
8,25,21,10,33,42,46,70,67
13,28,24,27,38,59,76,73,55
17,69,30,34,54,42,32,49,46
6,14,19,19,22,66,40,70,43
7,13,5,33,27,54,51,38,48
0,20,9,12,26,61,49,82,87
0,17,37,20,35,38,70,38,47
17,27,42,11,17,58,63,32,69
12,17,26,32,36,33,60,54,28
0,13,27,17,40,43,20,77,35
22,28,32,44,50,41,45,59,67
5,21,28,55,55,56,65,16,37
0,14,17,23,42,23,34,61,77
0,12,34,14,43,50,43,52,103
18,22,42,54,7,38,76,64,83
2,29,8,6,35,33,36,77,70
1,19,26,30,33,39,55,59,91
3,26,34,26,33,78,59,48,51
6,11,1,22,26,52,18,46,65
7,26,36,16,39,27,32,121,70
14,37,2,39,40,19,36,101,54
4,38,23,17,13,40,57,62,113
22,15,23,14,24,77,75,80,72
12,21,45,31,30,36,44,25,37
0,26,24,24,29,41,53,36,46
19,20,15,55,71,50,36,73,54
7,24,21,33,41,70,21,57,55
9,25,33,13,19,46,64,91,29
8,15,10,27,44,27,61,48,48
14,38,12,23,31,73,53,81,25
0,8,46,38,27,45,42,40,76
0,30,51,10,22,38,33,67,73
5,24,37,42,23,79,54,18,70
0,30,43,9,22,19,56,69,78
9,7,71,8,60,10,68,75,63
0,27,71,37,43,31,50,61,68
23,30,2,24,28,33,49,94,66
30,12,15,25,34,40,80,67,53
6,3,46,20,48,28,54,94,36
8,10,31,30,64,84,40,88,87
10,15,55,24,28,32,18,105,70
12,6,17,26,71,35,29,77,58
8,12,12,23,12,56,33,59,40
0,4,45,30,41,32,61,86,90
12,22,13,17,19,46,43,104,79
19,18,13,42,29,48,60,43,113
4,16,10,42,12,22,30,104,67
4,38,22,12,29,41,83,43,35
8,20,10,39,30,39,45,69,61
4,21,26,8,49,31,17,52,108
25,21,30,23,24,31,37,57,31
11,55,20,48,45,46,83,21,32
34,15,8,25,36,37,56,88,48
0,21,29,19,43,14,33,68,36
4,9,10,33,40,37,58,90,56
0,30,33,19,35,43,64,78,118
18,8,33,14,46,41,56,48,43
8,8,23,9,41,29,39,34,41
0,5,42,53,30,29,15,69,54
7,15,21,31,36,47,21,74,60
0,15,28,39,45,30,34,16,39
2,36,38,23,21,45,45,34,98
11,42,13,6,36,23,61,62,81
0,18,26,25,41,39,57,105,98
17,29,38,15,41,45,69,35,60
44,5,47,18,35,27,45,39,49
13,40,19,22,37,41,35,68,76
12,14,9,68,41,52,110,92,63
18,0,26,49,50,51,96,76,78
6,30,3,41,32,22,29,61,73
2,17,42,13,31,65,53,73,90
0,13,24,39,8,15,26,68,77
8,5,39,23,38,42,42,40,85
4,29,18,4,22,45,32,30,67
25,25,16,11,78,58,52,65,70
16,16,2,5,36,50,36,44,35
6,10,34,33,23,48,77,56,92
0,57,26,33,38,41,34,30,23
11,43,23,56,29,57,106,54,68
10,19,20,37,37,31,32,77,66
9,3,20,12,22,21,55,56,37
25,31,11,10,25,37,46,88,87
24,21,15,31,18,58,53,45,63
19,31,20,62,13,27,61,63,58
7,7,13,41,65,60,48,49,89
13,44,53,26,34,33,31,71,49
2,16,25,40,9,62,43,59,50
3,18,36,10,41,24,67,34,74
16,37,18,17,13,36,84,37,18
7,24,34,25,18,47,62,56,63
10,4,51,18,49,35,31,65,109
5,34,40,15,41,39,69,97,52
20,10,24,23,38,30,34,45,39
0,32,48,8,9,54,37,71,68
12,27,33,18,42,29,54,36,71
19,32,35,21,45,31,56,90,51
5,46,23,44,22,29,77,37,78
10,36,64,7,31,13,47,55,67
3,10,5,31,51,48,56,56,122
10,36,10,15,36,54,45,13,75
1,5,18,55,23,30,42,49,26
0,30,12,46,28,61,41,49,95
0,25,8,30,33,25,46,99,81
0,36,22,57,44,40,47,32,68
6,25,15,6,22,26,44,103,65
15,31,31,30,31,46,19,32,46
36,7,7,19,18,26,37,61,48
3,16,15,36,43,67,28,39,57
14,34,50,25,51,60,76,50,69
7,14,18,17,32,50,25,63,85
4,22,20,15,34,37,11,31,69
4,45,19,50,26,47,50,44,65
9,27,18,0,91,57,102,44,38
8,21,31,49,54,37,26,62,85
9,16,32,19,29,31,36,55,63
12,13,12,34,38,38,61,55,60
8,18,29,48,65,38,42,51,52
16,35,30,60,80,41,80,30,47
0,4,0,37,55,45,57,64,48
19,23,32,24,43,98,30,54,65
0,45,19,57,48,19,36,51,56
0,12,22,33,28,55,65,18,82
5,10,37,34,42,60,90,52,81
14,51,9,30,52,52,41,75,77
7,8,20,46,42,68,38,60,65
6,12,31,16,35,33,33,75,57
4,9,23,35,18,41,71,61,62
4,35,55,8,80,35,59,62,75
0,6,3,5,13,60,72,55,43
6,18,4,39,12,32,37,29,50
2,32,27,41,56,29,64,39,45
9,6,3,24,59,63,47,34,63
18,5,21,26,83,64,28,52,28
2,26,37,33,46,73,64,80,60
13,5,24,11,32,20,44,100,81
8,42,19,25,62,59,27,64,86
4,19,11,19,9,25,48,37,52
3,12,34,35,24,7,19,65,58
0,35,11,34,25,27,43,85,82
0,20,39,28,67,31,54,89,20
44,16,18,10,45,36,20,37,56
0,5,5,35,48,36,51,45,50
11,28,20,22,51,42,77,65,100
37,40,5,27,29,47,61,67,46
21,2,43,32,33,63,36,18,105
7,22,40,26,30,24,47,71,48
9,11,6,37,65,16,14,77,50
0,21,19,30,58,24,52,33,50
2,28,17,21,37,32,33,32,58
10,4,60,35,10,43,49,81,60
14,21,70,9,42,58,59,44,57
8,12,15,60,75,42,63,52,46
3,6,13,12,36,20,65,47,43
19,31,41,9,29,49,47,51,75
4,11,25,56,47,21,101,61,69
6,18,22,19,12,41,46,56,58
11,12,12,25,66,47,54,54,55
8,28,20,48,32,44,82,69,19
10,35,36,22,22,102,59,28,94
11,56,11,16,15,56,15,51,68
21,34,9,40,35,9,32,41,61
6,6,15,32,15,47,16,63,60
28,9,37,27,36,106,74,42,45
3,22,26,28,36,61,42,90,196
1,21,36,43,23,23,33,47,81
7,6,10,32,37,39,70,57,46
12,17,19,47,19,43,63,53,64
24,27,25,50,39,38,49,97,46
19,43,16,11,65,20,57,37,65
11,24,8,31,69,34,32,69,60
10,13,10,5,69,57,61,48,73
18,36,8,18,15,29,44,33,52
1,1,22,5,27,51,40,40,64
4,17,11,18,36,41,40,42,94
12,14,14,20,48,43,60,70,78
17,10,13,20,26,25,74,58,53
