"A","B","C","D","E","F","G","H","I"
7,7,6,30,24,12,7,15,10
5,16,34,15,2,23,26,28,3
9,4,6,10,8,8,15,15,18
2,16,5,5,5,31,1,37,13
4,19,2,23,18,50,27,29,10
6,6,6,1,11,4,18,30,14
0,1,4,24,14,26,46,8,1
10,25,9,11,4,21,21,18,20
10,10,3,5,18,11,5,19,60
2,3,2,2,18,6,21,13,24
2,9,6,6,14,1,8,28,5
3,1,16,3,3,21,12,12,3
0,17,14,8,5,5,8,16,29
0,3,18,23,18,15,11,5,32
5,5,8,6,1,11,14,19,7
0,7,7,10,30,33,17,23,3
2,11,11,8,21,9,12,12,43
25,16,42,4,9,38,19,52,72
3,9,4,13,10,23,3,50,25
2,3,13,29,26,30,27,11,12
4,25,3,12,3,19,5,22,74
5,1,9,9,3,3,44,4,6
15,15,3,3,19,26,3,8,16
7,7,6,18,22,13,5,31,21
15,15,10,2,7,11,8,19,21
0,16,23,6,1,10,13,7,24
3,13,11,30,12,3,30,27,24
0,0,7,8,15,34,22,13,3
6,15,6,19,5,8,31,37,53
0,0,5,2,11,43,6,22,22
7,23,16,12,3,52,11,23,6
1,4,16,35,24,3,36,18,32
0,12,2,25,14,19,11,15,46
2,13,13,11,20,3,3,40,45
11,2,10,5,27,15,24,26,10
2,2,10,18,1,26,5,18,4
10,3,13,27,4,13,27,22,33
7,7,13,13,12,4,21,9,34
0,0,18,10,4,11,41,24,9
7,3,4,15,39,48,8,16,31
5,5,12,9,22,2,19,13,62
2,14,5,19,17,33,46,20,16
0,4,17,15,13,19,3,47,20
6,2,3,12,1,35,8,44,21
0,36,5,4,14,12,7,15,14
0,14,7,26,6,41,14,13,37
0,0,2,2,22,8,17,28,9
0,19,25,25,9,26,26,20,15
0,7,7,20,9,19,4,9,5
0,8,8,14,17,8,21,41,26
10,13,10,18,18,12,29,19,59
0,0,5,22,7,4,34,12,38
9,9,1,4,4,11,23,29,20
0,27,4,16,6,20,14,18,31
4,18,12,18,3,9,20,17,31
14,9,35,10,2,8,58,48,9
0,9,9,9,16,23,16,19,26
1,7,3,5,9,32,22,22,30
4,8,8,20,12,15,14,51,42
0,0,4,4,5,1,8,17,17
10,10,9,10,6,44,6,17,28
0,3,33,2,13,12,23,23,30
2,9,9,20,14,8,57,16,35
0,5,7,4,6,27,28,25,21
0,0,3,9,3,43,26,47,10
0,0,0,3,13,15,6,18,32
2,16,4,26,23,27,8,18,71
0,9,17,24,43,8,33,37,15
3,9,4,7,18,19,39,12,25
5,5,5,4,18,10,21,55,23
0,20,8,21,8,12,37,8,17
7,7,7,7,1,19,29,18,38
0,6,8,31,8,15,13,36,42
0,2,15,15,1,4,20,9,30
5,8,6,6,18,26,1,29,26
0,18,5,12,10,10,12,33,14
6,7,20,11,13,19,11,45,33
4,4,7,8,4,15,21,27,15
9,2,1,1,1,23,19,40,21
8,5,8,6,46,10,59,38,30
4,5,3,13,28,4,43,30,25
6,6,11,4,16,27,12,23,23
0,10,9,6,5,3,9,31,23
4,12,3,5,6,24,27,27,8
2,17,10,28,18,24,11,51,30
2,4,17,17,37,9,12,44,9
0,20,20,19,29,17,15,27,5
8,2,2,2,6,2,2,1,41
0,2,6,21,8,19,12,14,40
20,3,2,14,5,6,43,36,26
0,9,11,16,4,5,6,16,16
0,17,28,23,18,28,20,72,19
0,15,2,7,18,24,1,8,1
0,0,7,35,16,24,9,45,35
0,4,18,2,11,6,16,20,9
2,2,2,2,1,19,29,25,20
5,3,11,4,9,26,33,17,52
4,4,17,9,22,26,11,18,9
1,5,1,2,24,5,20,17,15
9,3,15,18,12,7,31,16,18
9,16,9,8,3,30,45,27,16
1,8,8,17,13,7,21,26,33
4,9,3,10,9,10,10,16,12
12,8,16,29,23,17,17,6,33
0,1,22,18,4,20,19,10,16
0,1,9,9,17,9,26,20,10
0,22,8,22,4,6,16,32,9
0,18,13,5,9,29,10,5,21
0,13,13,27,20,21,5,9,2
1,29,2,31,10,35,8,16,12
0,0,20,22,14,5,12,10,18
0,11,7,8,8,22,18,18,57
0,4,13,8,15,10,27,35,10
1,11,11,16,16,2,3,18,16
0,0,3,2,19,28,15,19,31
0,6,7,9,13,10,17,17,39
1,6,6,7,18,18,22,36,8
8,2,5,6,16,25,29,4,8
0,19,7,17,11,24,8,46,9
0,3,5,3,21,21,20,9,45
0,0,13,22,8,6,20,23,9
7,11,11,7,2,18,6,3,27
3,28,28,11,20,4,29,15,24
0,32,5,2,44,4,15,9,25
7,5,1,1,12,19,13,33,29
0,12,2,14,16,12,12,18,19
5,5,12,1,15,3,6,3,26
0,11,15,5,12,8,10,6,13
14,9,4,24,18,20,24,32,30
0,6,2,2,29,12,20,35,21
4,5,8,3,21,16,24,8,16
5,12,12,28,3,6,2,22,13
2,4,1,1,6,13,2,9,46
8,5,5,14,26,7,23,20,15
9,4,1,27,16,26,28,33,10
0,5,16,9,15,3,19,17,6
3,24,7,11,16,15,16,34,7
0,8,8,8,10,24,41,28,26
3,11,17,18,20,4,19,7,25
0,22,5,2,8,31,19,28,6
0,11,11,3,17,22,35,18,9
0,10,13,5,18,35,34,30,3
0,11,3,11,9,2,5,18,7
2,14,4,11,14,25,13,7,22
0,1,1,23,28,28,20,35,29
0,21,21,6,4,17,13,25,15
22,1,7,8,3,2,17,32,17
12,2,6,11,15,19,17,27,13
1,32,12,12,14,14,7,7,32
0,5,20,7,4,18,23,11,23
3,10,1,4,38,5,8,48,20
4,4,16,15,15,16,45,34,11
5,7,2,9,20,23,26,25,10
8,7,7,7,2,9,5,15,20
5,5,5,5,5,15,18,32,33
0,4,4,7,16,19,18,25,26
9,16,7,26,26,6,12,35,74
2,8,19,2,23,1,24,28,11
0,0,1,21,6,10,15,44,20
3,3,6,12,4,10,21,17,31
0,9,8,7,2,12,11,9,38
11,10,11,4,3,1,11,31,13
2,2,11,30,17,27,49,27,25
0,12,8,8,3,3,6,21,30
2,2,14,1,1,7,11,14,16
0,8,1,5,35,9,23,16,34
9,11,6,6,32,9,4,22,27
0,1,3,28,29,7,39,23,10
0,9,8,6,18,18,21,13,20
4,8,13,4,20,4,26,9,19
0,1,18,11,8,31,3,12,11
9,9,9,2,39,8,23,19,42
3,10,1,12,13,13,16,24,24
0,0,11,11,18,19,61,10,2
0,24,7,1,15,5,26,32,13
0,4,3,4,6,3,11,15,25
0,1,1,17,44,27,6,6,58
18,4,8,1,3,22,15,22,18
3,5,3,18,32,5,5,8,22
10,13,13,7,35,8,5,23,8
0,10,2,4,14,28,13,8,10
0,9,8,9,28,29,35,16,27
4,1,15,4,21,56,4,19,26
1,1,1,11,11,17,17,64,10
0,8,5,5,4,20,6,6,6
3,13,7,9,6,30,5,23,6
2,26,25,8,24,13,34,10,12
1,1,8,5,5,17,12,15,19
0,2,6,16,3,22,34,30,7
14,1,15,8,12,23,3,26,36
0,4,25,2,6,13,16,19,18
0,6,6,25,18,18,17,12,30
0,18,18,13,5,29,34,43,56
3,19,30,30,21,3,45,8,26
8,3,12,9,5,19,12,24,13
3,6,10,2,18,18,44,6,27
2,5,5,3,13,49,19,24,22
4,10,11,20,20,6,28,41,31
0,42,12,7,14,5,9,14,80
0,4,12,20,20,26,15,6,16
0,0,35,18,20,23,27,8,32
25,10,3,3,4,21,4,4,15
11,8,2,15,13,64,2,31,5
2,2,2,6,22,18,6,1,13
11,8,26,2,2,2,12,17,8
0,3,3,2,42,54,14,18,25
1,8,8,16,16,16,23,40,25
0,19,2,2,18,1,36,47,36
0,2,11,11,25,3,9,6,34
5,10,11,32,15,17,23,31,43
16,24,14,14,12,16,22,44,12
0,6,3,5,5,13,12,1,16
3,1,1,12,34,13,21,16,20
1,4,4,51,16,10,31,11,14
10,10,4,30,11,10,19,7,4
0,0,11,10,24,25,25,30,5
1,22,23,2,10,23,8,25,5
3,19,19,2,26,12,11,16,5
23,13,10,5,21,17,24,8,8
0,6,17,5,9,17,14,8,11
0,12,2,22,18,18,38,30,55
3,6,28,1,4,19,14,49,18
0,1,12,22,12,1,10,8,2
8,8,3,28,8,19,7,16,30
11,19,10,24,13,11,33,6,21
