"A","B","C","D","E","F","G","H","I"
8,0,18,16,30,14,14,34,47
2,9,40,3,6,25,43,21,28
11,21,4,12,20,35,16,30,19
14,24,9,8,21,16,21,44,64
4,17,5,11,10,31,38,40,56
6,13,20,12,54,52,19,26,64
0,9,10,16,11,4,27,50,62
14,7,11,20,18,31,33,28,52
10,5,23,12,56,12,19,59,43
0,6,3,32,7,26,22,21,40
7,15,9,11,24,17,37,39,25
0,15,5,40,62,23,20,44,52
16,5,15,8,19,15,4,28,41
2,12,16,7,16,14,22,41,48
1,17,32,17,11,28,3,47,21
1,12,13,15,19,8,15,41,46
1,21,4,16,16,41,22,15,37
8,5,10,11,20,24,39,21,39
18,0,12,14,17,49,38,23,18
11,2,13,14,15,33,11,70,45
6,29,12,12,25,28,13,58,40
6,13,11,11,26,18,26,41,11
0,22,17,39,33,27,8,9,21
2,5,2,5,30,28,35,20,59
6,15,0,18,21,11,9,5,41
2,12,24,2,27,15,22,23,35
6,12,13,21,19,29,36,12,21
5,22,14,24,17,6,28,22,20
0,11,19,21,45,4,23,27,38
1,20,5,2,12,18,29,26,28
7,20,11,6,18,14,16,20,43
11,14,13,9,15,15,24,23,56
9,14,14,7,12,24,6,7,34
0,29,8,2,23,16,69,22,32
13,20,9,32,54,28,24,4,46
8,13,9,10,30,25,27,34,19
5,0,6,23,17,18,30,37,22
5,35,9,26,24,8,46,45,26
0,10,11,11,23,19,12,64,19
17,6,6,23,22,6,41,36,41
17,10,11,62,16,19,42,22,48
3,14,23,10,18,19,17,33,25
0,12,13,9,24,6,23,22,24
10,17,0,18,40,24,19,42,44
0,26,1,26,4,12,26,13,37
3,11,1,11,19,21,65,42,55
9,20,5,24,18,23,29,43,74
11,18,11,25,26,7,36,34,52
26,7,15,3,5,21,26,41,32
9,9,27,12,17,12,59,18,36
2,17,1,19,19,20,19,20,14
13,25,12,7,15,30,6,39,21
4,13,2,20,10,8,43,14,39
8,2,18,14,17,11,31,39,54
0,8,7,18,12,28,35,20,34
5,9,15,5,11,13,21,13,47
21,3,0,14,25,43,47,17,43
0,18,7,4,16,9,10,38,41
3,7,22,19,20,8,29,40,37
0,24,16,29,10,25,22,36,44
12,18,20,21,35,53,31,26,49
5,13,29,9,32,27,35,43,13
2,5,8,15,20,41,17,39,46
5,9,19,17,47,13,22,28,34
4,14,3,9,12,48,36,33,21
0,11,9,32,37,43,21,49,29
0,7,16,13,24,17,26,30,6
9,9,26,19,26,34,6,20,39
3,10,6,21,15,16,45,24,52
9,0,13,8,43,27,21,14,24
5,6,21,14,30,17,27,17,56
1,12,33,16,22,29,20,27,30
4,8,1,18,23,21,22,13,48
4,12,3,45,25,22,45,60,16
7,7,18,4,10,32,31,42,52
28,25,5,37,16,14,32,47,39
13,12,11,7,14,11,28,41,28
2,12,12,24,19,31,15,42,58
0,12,16,24,26,22,46,37,24
0,7,7,18,9,22,17,56,26
5,4,8,0,12,44,15,22,40
4,3,15,35,26,10,24,45,52
8,13,12,13,2,30,24,17,34
15,10,12,4,25,22,45,32,34
0,25,0,14,10,35,20,16,48
0,4,7,12,7,11,33,57,25
0,31,14,24,5,14,36,18,18
4,43,19,14,26,27,27,48,35
12,27,4,26,22,33,31,22,24
0,3,24,4,29,18,14,14,12
0,35,13,26,15,30,24,31,43
8,21,15,20,25,0,16,45,12
4,19,22,11,38,28,40,58,53
0,31,31,9,18,34,31,38,33
3,11,36,21,10,26,36,34,25
1,22,15,14,36,35,42,32,33
4,27,11,8,37,39,34,36,20
2,29,12,10,21,34,35,29,50
0,9,20,17,10,10,31,39,38
4,12,17,42,11,21,25,15,21
0,18,1,16,6,34,20,18,25
4,2,13,18,18,18,15,35,40
2,14,32,35,25,12,31,29,33
22,10,36,16,26,21,19,27,49
3,0,7,20,30,26,33,22,30
1,18,6,26,21,21,26,39,38
0,19,5,20,36,9,22,29,52
2,10,4,33,22,13,25,34,52
17,22,8,29,30,10,9,32,33
2,21,2,15,19,17,11,31,19
7,7,26,15,26,22,10,41,28
8,11,32,14,34,50,21,17,18
1,5,36,16,12,10,27,24,23
6,5,11,5,9,9,34,10,32
6,10,5,11,30,36,23,32,33
9,8,5,11,12,23,31,25,54
18,3,13,19,36,16,3,26,17
1,0,14,6,14,23,35,19,41
9,7,13,42,48,33,35,14,44
6,2,22,6,14,3,15,41,53
5,20,2,32,8,19,45,37,6
2,27,22,35,15,41,26,32,37
4,1,15,10,11,13,17,28,31
8,23,11,19,0,30,39,15,56
2,23,6,14,23,24,43,23,29
0,11,3,42,12,33,25,33,46
11,7,10,10,10,60,20,30,22
3,25,0,17,29,42,19,40,34
3,23,10,38,55,32,42,38,38
18,13,30,15,20,27,28,52,35
3,9,16,19,8,22,11,38,36
5,7,8,13,2,25,46,36,37
0,20,1,6,22,26,12,14,14
3,6,10,11,13,19,33,66,11
8,11,16,5,18,20,19,22,47
3,19,2,16,26,17,21,21,31
0,18,10,9,10,16,46,44,21
4,17,10,2,17,36,30,23,30
1,4,22,24,16,11,28,27,44
0,3,6,16,41,22,24,19,31
2,10,14,17,13,19,18,10,13
0,7,16,18,21,23,59,27,26
6,12,6,7,19,37,22,31,37
10,13,23,11,27,36,48,45,17
0,26,22,17,10,24,36,28,17
0,23,20,23,25,29,18,36,26
0,15,28,13,13,6,30,36,7
0,15,20,16,24,13,43,12,41
4,10,16,28,19,48,27,39,25
5,8,6,19,10,32,16,34,42
0,4,23,18,22,6,27,25,22
1,8,22,22,7,32,23,16,34
4,4,5,5,12,22,22,30,28
3,12,10,4,7,23,10,50,34
7,0,8,22,16,17,24,22,31
8,8,27,20,20,31,23,26,54
9,8,10,7,15,4,22,33,23
6,31,13,9,14,18,29,24,40
3,10,8,17,23,34,26,27,26
0,13,12,5,22,41,25,36,56
1,7,10,8,17,33,35,27,39
3,6,26,26,23,18,43,31,40
2,18,13,31,8,20,28,25,59
0,2,10,25,12,31,23,20,16
8,0,2,20,21,32,30,20,33
0,20,11,4,7,15,26,11,28
9,45,19,31,17,28,73,25,39
2,12,7,1,29,46,27,52,27
7,17,8,20,21,31,24,49,16
0,10,11,14,15,11,23,33,43
7,3,4,18,14,14,35,37,41
8,12,11,26,10,15,33,48,24
3,3,13,15,13,15,7,28,24
4,9,7,9,18,53,6,20,13
0,13,9,26,27,15,33,56,13
0,5,11,22,37,40,31,59,26
3,12,26,3,23,38,24,20,21
6,10,15,12,33,23,49,34,31
0,21,17,11,25,14,35,28,67
0,22,11,18,19,11,32,28,14
4,3,12,11,28,31,18,15,17
1,17,10,29,16,29,31,29,47
3,6,9,10,28,5,12,48,48
6,15,9,9,19,19,25,34,27
4,9,16,19,9,8,22,62,40
10,8,13,16,38,30,37,36,24
12,13,3,15,43,30,36,26,30
7,42,17,10,20,54,17,4,26
13,20,7,3,16,29,25,25,32
12,13,2,25,6,17,29,21,42
9,15,16,14,52,28,44,26,43
4,8,19,37,15,17,41,61,30
15,11,5,11,22,29,22,21,21
9,7,2,46,29,27,24,60,17
12,11,5,19,6,25,30,26,36
0,11,1,9,27,47,35,41,15
4,10,11,18,22,38,28,55,20
0,12,4,26,15,33,30,24,40
7,11,13,15,20,47,19,42,24
10,4,5,25,40,33,36,34,38
0,21,4,18,30,37,54,37,18
1,15,3,18,13,22,21,53,31
2,4,16,38,52,29,24,24,47
0,11,16,13,24,8,38,25,10
1,14,4,30,15,31,37,32,32
7,8,47,8,23,19,32,48,18
6,6,7,21,29,22,11,32,27
12,27,25,29,14,15,20,7,52
8,15,9,34,12,9,17,30,22
4,12,12,6,4,32,14,26,41
1,3,8,12,36,19,24,46,24
0,28,13,11,10,12,20,10,49
0,4,12,12,31,16,16,25,11
10,19,13,8,50,27,20,55,43
4,10,9,24,13,27,20,49,15
3,4,5,15,23,23,19,5,20
11,6,7,10,18,19,34,56,39
1,3,12,15,49,32,24,46,37
13,3,6,15,31,14,26,25,32
7,3,0,32,12,17,28,34,8
0,16,5,7,17,14,8,23,24
1,13,16,10,28,14,13,41,43
4,16,16,18,7,23,39,35,50
0,16,14,9,9,9,4,43,34
8,3,20,8,12,14,36,35,42
